"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDischargeReport","EHDSDischargeReport","","","",0,*,"","","","null {[]} {[]}
"EHDSDischargeReport.body.patientHistory.familyHistorySection","EHDSDischargeReport.body.patientHistory.familyHistorySection","","","",0,1,"","","","Base {[]} {[]}
","Family history section","Relevant family history section.","","eHN Guideline HDR (v1.1): A.2.5.2","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.familyHistorySection",0,1,"",""
"EHDSDischargeReport.body.patientHistory.familyHistorySection.narrative","EHDSDischargeReport.body.patientHistory.familyHistorySection.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.familyHistorySection.narrative",0,1,"",""
"EHDSDischargeReport.body.patientHistory.familyHistorySection.familyHistory","EHDSDischargeReport.body.patientHistory.familyHistorySection.familyHistory","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSFamilyMemberHistory {[]} {[]}
","Family history","Information about serious illnesses in close blood relatives with known or suspected genetic potential or with possible impact on patient care.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.familyHistorySection.familyHistory",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth","","","",0,1,"","","","Base {[]} {[]}
","Social determinants of health","Information about social determinants of health.","","eHN Guideline HDR (v1.1): A.2.5.3","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.narrative","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.narrative","","","",0,1,"","","","string {[]} {[]}
","Sub-section narrative","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.narrative",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety","","","",0,1,"","","","Base {[]} {[]}
","Participation in society","Participation in society details.","","eHN Guideline HDR (v1.1): A.2.5.3.1","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.workSituation","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.workSituation","","","",0,1,"","","","string {[]} {[]}
","Work situation","Work Situation describes the extent to which and in what way the patient participates in the workforce. Work is meant in the broadest sense of the word: activities that contribute to the person themselves, their environment or society. This includes both paid and unpaid work.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.workSituation",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.hobby","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.hobby","","","",0,1,"","","","string {[]} {[]}
","An activity the patient enjoys doing in their free time.","An activity the patient enjoys doing in their free time.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.hobby",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.socialNetwork","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.socialNetwork","","","",0,1,"","","","string {[]} {[]}
","Social network","A description of the patient’s social network, such as family, neighbours and friends.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.socialNetwork",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection","","","",0,1,"","","","Base {[]} {[]}
","Education section","Information about patient education level.","","eHN Guideline HDR (v1.1): A.2.5.3.2","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection.educationLevel","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection.educationLevel","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Education level","Indication of the highest level of education achieved.","","","","","","","","","",,"preferred","hl7:v3.EducationLevel","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection.educationLevel",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection.comment","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection.comment","","","",0,1,"","","","string {[]} {[]}
","If deemed relevant, a specification of the degree program can be provided by means of an explanation (e.g.: patient is in medical school).","If deemed relevant, a specification of the degree program can be provided by means of an explanation (e.g.: patient is in medical school).","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.educationSection.comment",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation","","","",0,1,"","","","Base {[]} {[]}
","Living situation - household type and other related living situation information.","Living situation - household type and other related living situation information.","","eHN Guideline HDR (v1.1): A.2.5.3.3","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of home the patient lives in.","Type of home the patient lives in.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Home adaptions present in the home that have been made in the context of the illness or disability to make the functioning of the patient safer and more comfortable and to enable independent living. Multiple data elements could be provided.","Home adaptions present in the home that have been made in the context of the illness or disability to make the functioning of the patient safer and more comfortable and to enable independent living. Multiple data elements could be provided.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Living conditions that affect the accessibility of the home or the stay in the home.","Living conditions that affect the accessibility of the home or the stay in the home.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation","","","",0,1,"","","","Base {[]} {[]}
","Family situation","Family situation","","eHN Guideline HDR (v1.1): A.2.5.3.4","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.comment","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.comment","","","",0,1,"","","","string {[]} {[]}
","Comment on the family situation.","Comment on the family situation.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.comment",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Family composition","The family composition describes the patient’s home situation and the form of cohabitation. A family can consist of one or more people.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Person’s marital status according to the terms and definition in the national civil code.","Person’s marital status according to the terms and definition in the national civil code.","","","","","","","","","",,"preferred","hl7:marital-status","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren","","","",0,1,"","","","Quantity {[]} {[]}
","Number of children","The number of children the patient has. Children in the context of this information model include step children, foster children, biological and adopted children.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome","","","",0,1,"","","","Quantity {[]} {[]}
","Number of children living at home with the patient.","Number of children living at home with the patient.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails","","","",0,*,"","","","Base {[]} {[]}
","Child details (age, co-living status and comment).","Child details (age, co-living status and comment).","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome","","","",0,1,"","","","boolean {[]} {[]}
","Living at home. An indication stating whether the child lives at home.","Living at home. An indication stating whether the child lives at home.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth","","","",0,1,"","","","date {[]} {[]}
","Child’s date of birth.","Child’s date of birth.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment","","","",0,1,"","","","string {[]} {[]}
","A comment on the child's family situation.","A comment on the child's family situation.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Care responsibility. The activities the patient carries out to care for a dependent family member.","Care responsibility. The activities the patient carries out to care for a dependent family member.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances","","","",0,1,"","","","Base {[]} {[]}
","Use of substances","Information about use and/or abuse of specific substances.","","eHN Guideline HDR (v1.1): A.2.5.4","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative",0,1,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSSubstanceUse {[]} {[]}
","Alcohol consumption by the patient. Multiple records on alcohol use could be provided.","Alcohol consumption by the patient. Multiple records on alcohol use could be provided.","","eHN Guideline HDR (v1.1): A.2.5.4.1","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSSubstanceUse {[]} {[]}
","Tobacco use","Represent smoking or tobacco habits. Multiple records on tobacco use could be provided.","","eHN Guideline HDR (v1.1): A.2.5.4.2","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse",0,*,"",""
"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption","EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSSubstanceUse {[]} {[]}
","Consumption of drugs and other substances (in terms of abuse).","Consumption of drugs and other substances (in terms of abuse).","","eHN Guideline HDR (v1.1): A.2.5.4.3","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption",0,*,"",""
"EHDSDischargeReport.body.courseOfEncounter","EHDSDischargeReport.body.courseOfEncounter","","","",1,1,"","","","Base {[]} {[]}
","Course of inpatient or outpatient encounter.","Course of inpatient or outpatient encounter.","","eHN Guideline HDR (v1.1): A.2.6","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary","EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary","","","",1,1,"","","","Base {[]} {[]}
","Diagnostic summary. All problems/diagnoses that affect care during the inpatient case or are important to be recorded to ensure continuity of care.","The diagnostic summary differentiates, in accordance with the international recommendation, between problems treated during hospital stay and other (untreated) problems. Treated problems are problems that were the subject of diagnostics, therapy, nursing, or (continuous) monitoring during the hospitalisation. Furthermore problems could be divided into three categories: problems present on admission (POA), conditions acquired during hospital stay (HAC) and problems that cannot be classified as being of any of the two (N/A). The diagnostic summary contains all conditions as they were recognised at the end of hospitalisation, after all examinations. This section contains concise, well specified, codeable, summary of problems. Problems are ordered by importance (main problems first) during hospital stay. Description of the problem might be completed with additional details in the medical history section and/or in the Synthesis section.","","eHN Guideline HDR (v1.1): A.2.6.1","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.narrative","EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.narrative","","","",0,1,"","","","string {[]} {[]}
","Problem specification in narrative form.","Problem specification in narrative form.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.narrative",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails","EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails","","","",0,*,"","","","Base {[]} {[]}
","Problems that were treated or affected provisioning of care (diagnostics, therapy, nursing, monitoring) during the encounter. At least one problem should be marked as treated. Other problems are recorded only if they are important for continuity of care (after discharge).","Problems that were treated or affected provisioning of care (diagnostics, therapy, nursing, monitoring) during the encounter. At least one problem should be marked as treated. Other problems are recorded only if they are important for continuity of care (after discharge).","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails",0,*,"",""
"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.presentOnAdmission","EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.presentOnAdmission","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Whether the condition was present on admission or acquired during encounter","Category of the problem allows flagging for conditions acquired during encounter.","Value set can include Present on admission [POA], Hospital acquired condition [HAC], Not applicable or Unknown","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.presentOnAdmission",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass","EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Class of the problem (treated, other) in relation to the encounter.","Class of the problem (treated, other) in relation to the encounter.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.problem","EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.problem","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCondition {[]} {[]}
","Problem details include code that identifies problem, specification of the body structure, laterality, and other aspects of the problem.","Problem details include code that identifies problem, specification of the body structure, laterality, and other aspects of the problem.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.diagnosticSummary.problemDetails.problem",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.significantProcedures","EHDSDischargeReport.body.courseOfEncounter.significantProcedures","","","",0,1,"","","","Base {[]} {[]}
","Significant procedures section","Significant surgical and non-surgical procedures performed during encounter which are significant for continuity of care, e.g. surgeries and other instrumental interventions (endoscopic, intravascular), chemotherapy, radiotherapy, purification methods (dialysis, hemoperfusion), circulation support methods (counterpulsation, etc.), administration of blood derivatives or others. This section does not include purely diagnostic procedures (MRI, CT, etc.). If no significant performance has been performed, this fact must be explicitly stated using the IPS Absent and Unknown Data.","","eHN Guideline HDR (v1.1): A.2.6.2","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.significantProcedures",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.significantProcedures.narrative","EHDSDischargeReport.body.courseOfEncounter.significantProcedures.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.significantProcedures.narrative",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.significantProcedures.procedureEntry","EHDSDischargeReport.body.courseOfEncounter.significantProcedures.procedureEntry","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSProcedure {[]} {[]}
","Structured procedure entry.","Structured procedure entry.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.significantProcedures.procedureEntry",0,*,"",""
"EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants","EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants","","","",1,1,"","","","Base {[]} {[]}
","Medical devices and implants section","Implants and used medical devices that affected or may affect the provision of health services (diagnosis and treatment). Also medical devices explanted, or its use was stopped during encounter. If the section is blank, the reason must be explicitly stated using the IPS Absent and Unknown Data coding system","","eHN Guideline HDR (v1.1): A.2.6.3","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants.narrative","EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants.narrative",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants","EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants","","","",1,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDeviceUse {[]} {[]}
","Medical devices and implants","Medical devices and implants","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants",1,*,"",""
"EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy","EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy","","","",0,1,"","","","Base {[]} {[]}
","Pharmacotherapy section","Selected drug treatment during encounter. Medicinal products that were administered during encounter and whose administration has already been discontinued before discharge. Only products which are important for continuity of care (antibiotics other than completely routine, corticosteroids in high doses, etc.) will be listed. Products which administration will continue after discharge will be also recorder in the Medication summary section. Medicinal products, the administration of which was started during encounter, but is also recommended after discharge, will be listed in the summary table in the recommendation section.","","eHN Guideline HDR (v1.1): A.2.6.5","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy.narrative","EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy.narrative",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy.pharmacotherapy","EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy.pharmacotherapy","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedicationStatement {[]} {[]}
","Pharmacotherapy structured entry.","Pharmacotherapy structured entry.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.pharmacotherapy.pharmacotherapy",0,*,"",""
"EHDSDischargeReport.body.courseOfEncounter.significantObservationResults","EHDSDischargeReport.body.courseOfEncounter.significantObservationResults","","","",0,1,"","","","Base {[]} {[]}
","Significant Observation Results","Results of significant functional, diagnostic, and imaging examinations to ensure continuity of care, performed during encounter. Results of examinations ordered but not yet delivered should be presented separately from results already delivered.","","eHN Guideline HDR (v1.1): A.2.6.6","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.significantObservationResults",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.significantObservationResults.narrative","EHDSDischargeReport.body.courseOfEncounter.significantObservationResults.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.significantObservationResults.narrative",0,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.significantObservationResults.significantObservationResult[x]","EHDSDischargeReport.body.courseOfEncounter.significantObservationResults.significantObservationResult[x]","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservation {[]} {[]}
http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSLaboratoryObservation {[]} {[]}","Significant Observation Result","Structured significant observation entry.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.significantObservationResults.significantObservationResult[x]",0,*,"",""
"EHDSDischargeReport.body.courseOfEncounter.synthesis","EHDSDischargeReport.body.courseOfEncounter.synthesis","","","",1,1,"","","","Base {[]} {[]}
","Synthesis","This section provides clinical synthesis (e.g. description of reasons and course of encounter) clustered by managed conditions, Clinical synthesis may include clinical reasoning (differential diagnostics, explanation of clinical context) in clinically complex conditions.","","eHN Guideline HDR (v1.1): A.2.6.7","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.synthesis",1,1,"",""
"EHDSDischargeReport.body.courseOfEncounter.synthesis.problemSynthesis","EHDSDischargeReport.body.courseOfEncounter.synthesis.problemSynthesis","","","",1,*,"","","","string {[]} {[]}
","Summary description of the reason and course of hospitalisation for a specific problem.","Summary description of the reason and course of hospitalisation for a specific problem.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.synthesis.problemSynthesis",1,*,"",""
"EHDSDischargeReport.body.courseOfEncounter.synthesis.clinicalReasoning","EHDSDischargeReport.body.courseOfEncounter.synthesis.clinicalReasoning","","","",0,1,"","","","string {[]} {[]}
","Clinical reasoning","The clinical summary can be concluded with a clinical consideration (diff. diagnosis, explanation of context, etc.) for clinically complex conditions.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.courseOfEncounter.synthesis.clinicalReasoning",0,1,"",""
"EHDSDischargeReport.body.dischargeDetails","EHDSDischargeReport.body.dischargeDetails","","","",1,1,"","","","Base {[]} {[]}
","Discharge details","Structured information should be provided, however if not available, at least a section narrative should be present.","","eHN Guideline HDR (v1.1): A.2.7","","","","","","","",,,,,"",,,,"EHDSDischargeReport.body.dischargeDetails",1,1,"",""
